company	current_location	ssn	name	mail	user_id	residence	username	birthdate	address	registration	blood_group	station_ID
Sauer	(Decimal('-66.0215295'), Decimal('-125.448285'))	368-16-5229	Attila Gute B.Sc.	jacobhans-peter@aol.de	732		volkhard66	1913-03-18	"Milan-Speer-Straße 5/1
53926 Sankt Goarshausen"	2019-01-18	O-	444
Gianinazzi, Guidone e Paolucci Group	(Decimal('43.7936795'), Decimal('-149.732436'))	BRCMRD98S03B466U	Ludovica Dossi-Ligorio	leoneverdone@tele2.it	1629		bellocarla		"Incrocio Pacillo, 990
13882, Cerrione (BI)"	09 Mar 2024	O-	74
合同会社森情報	(Decimal('72.020725'), Decimal('137.102446'))	201-70-2056	田中 さゆり	momokotanaka@hotmail.com	1204		zfujii		京都府香取郡神崎町長畑13丁目2番12号 クレスト台東003	2020-01-04	AB-	543
有限会社山下電気	(Decimal('78.3702725'), Decimal('-133.788885'))	341-57-4584	清水 真綾	kumikofujii@hotmail.com	1348		shohei54		静岡県西多摩郡日の出町上広谷24丁目3番11号	2023-10-01	B+	311
Zaccardo, Gravina e Sanguineti s.r.l.	(Decimal('-59.465741'), Decimal('67.637845'))	PPFLND96A04I232T	Beatrice Falier	naccarivittoria@vodafone.it	1356		brunogottardi	1921-05-29	"Strada Roman, 772 Piano 0
24025, Gazzaniga (BG)"	12/23/2021, 00:00:00	B+	89
Shelton, Gomez and Morales	(Decimal('-82.4298245'), Decimal('23.059892'))	402-90-9345	Alex Allen	alanmills@hotmail.com	462		phamcandace	1975-06-06		2024-02-17	A-	163
da Mata	(Decimal('-24.6282295'), Decimal('53.878836'))	20856179485	Laura Aragão	rodrigo12@hotmail.com	1050		ceciliacardoso	2010-03-01	"Residencial de Rios, 8
Planalto
45741-997 Dias de Barros / MG"	2022-10-12	A+	449
Gunpf AG	(Decimal('32.241571'), Decimal('-6.417751'))	823-50-7728	Isa Hering	woldemar36@yahoo.de	1587		dpohl	1958-03-16	"Joerg-Klemm-Allee 2464
62028 Werdau"	01/22/2023, 00:00:00	O-	165
中村ガス有限会社	(Decimal('74.501850'), Decimal('-74.100601'))	439-30-2913	高橋 七夏	yamashitakana@hotmail.com	745		ntakahashi	1989-08-16		17 Apr 2019	A+	93
Junck AG & Co. KGaA	(Decimal('35.7602145'), Decimal('85.341097'))	864-01-9879	Eva-Marie Kobelt B.Sc.	pfritsch@googlemail.com	1495		martin55		"Manja-Heuser-Platz 4146
13881 Niesky"	09/26/2020, 00:00:00	O-	225
Werner Trubin GmbH & Co. OHG	(Decimal('87.882859'), Decimal('177.976549'))	131-62-2013	Gönül Hauffer B.A.	corinnadietz@googlemail.com	91		rebeccagutknecht		"Leopoldine-Scholz-Allee 53/18
21897 Stuttgart"	2021-08-04	AB+	278
Holder-Jackson	(Decimal('-85.8198635'), Decimal('176.391092'))	002-19-0265	Martha Ortiz	eparrish@hotmail.com	1377		smithrandall		"31067 Fisher Parkways Apt. 831
Rodriguezstad, IA 96853"	2023/12/14	AB+	224
Avila, Ramos and Trevino	(Decimal('44.9503765'), Decimal('43.730438'))	425-36-9633	Elizabeth Smith	ywilliams@yahoo.com	672		beardmolly	2022-03-12	"21230 Teresa Pines Suite 619
East Jillian, MH 32224"	07/18/2019, 00:00:00	AB-	315
Carlson-Brooks	(Decimal('23.5446265'), Decimal('-104.450161'))	376-06-7734	Chad Golden	njones@hotmail.com	1732		ellisbrianna	2009-06-28	"604 Ashley Ways
Brendamouth, VT 57209"	08/16/2023, 00:00:00	AB+	615
Orsini-Ceci SPA	(Decimal('-26.910111'), Decimal('171.387330'))	VSMCPN71H63E992V	Allegra Ariasso	grecosbarbaro@virgilio.it	558		bettinaporzio		"Rotonda Trevisani, 417
98168, Messina (ME)"	07 Apr 2022	B-	579
Gucci-Asprucci e figli	(Decimal('88.674205'), Decimal('130.088314'))	CRSDNT65M41C252F	Sig.ra Jolanda Valentino	montalcinipasqual@poste.it	2066		nfaugno	1970-05-02	"Piazza Stefano, 69
46029, Brusatasso (MN)"	2023/09/11	AB+	477
株式会社佐藤ガス	(Decimal('60.130855'), Decimal('73.180041'))	355-04-8478	加藤 治	harukatanaka@gmail.com	1080		yuiyamamoto		広島県墨田区南赤田11丁目9番7号	17 Mar 2020	AB-	89
Sá	(Decimal('70.7999365'), Decimal('163.248660'))	96458103298	Alexia Teixeira	apolloalves@bol.com.br	1663		anthony-gabrielpacheco	1921-11-26		04 Mar 2023	AB-	36
森通信有限会社	(Decimal('87.532564'), Decimal('-146.031617'))	810-69-5626	伊藤 拓真	yuta50@yahoo.com	2019		ryohei05		山口県君津市油井29丁目10番16号 花島シティ260	2024/03/18	AB+	240
Ritacca, Ceschi e Dallara e figli	(Decimal('61.8434295'), Decimal('38.245847'))	ZNIRTI24M25D110L	Tiziano Lovato	rdossi@virgilio.it	2014		pacomiofederica		"Rotonda Mazzocchi, 97
98040, Scala Di Torregrotta (ME)"	2025-07-30	A-	38
Mocenigo-Montanariello e figli	(Decimal('13.440934'), Decimal('16.717419'))	RNCPSL16B66L047U	Saverio Satriani-Abate	bmaffei@libero.it	2008		dovaraleopoldo		"Piazza Nievo, 91
51017, Castelvecchio Di Vellano (PT)"	2019/10/13	O-	465
Almeida S/A	(Decimal('57.794720'), Decimal('-3.279936'))	54208617985	Letícia Pastor	ana-lauralima@bol.com.br	2115		davi43		"Chácara Isabel Pacheco, 29
São Bernardo
00019728 Moraes Paulista / PR"	07 Mar 2020	AB+	641
木村鉱業有限会社	(Decimal('38.8403165'), Decimal('-51.930527'))	300-50-4882	井上 香織	sokamoto@gmail.com	1966		mituru78		新潟県長生郡白子町太田ヶ谷23丁目3番18号	05/14/2020, 00:00:00	AB-	511
Dietz KG	(Decimal('-48.667414'), Decimal('140.549425'))	206-36-3975	Maritta Sontag	mohamedberger@aol.de	1129		nhaering		"Stiebitzweg 281
02435 Paderborn"	2021/10/17	A-	316
Riggs Group	(Decimal('69.1256225'), Decimal('58.023908'))	472-19-9590	Aaron Foley	lisaferrell@gmail.com	101		dmarks		"Unit 4231 Box 4205
DPO AP 75317"	11/22/2021, 00:00:00	AB+	508
Ladeck e.V.	(Decimal('-26.366755'), Decimal('-109.183862'))	400-22-5379	Arnd Hartung	ferdinand15@googlemail.com	679		andersherwig	1966-11-29	"Annita-Tintzmann-Gasse 8354
98998 Emmendingen"	05/13/2024, 00:00:00	O+	537
Carsten AG & Co. KG	(Decimal('-63.7245825'), Decimal('-30.585074'))	363-40-0388	Prof. Minna Nerger	elenore25@googlemail.com	1393		hstiebitz	2016-06-16	"Claudius-Döhn-Platz 59
04431 Soest"	31 Jul 2019	A+	309
Cooley-Morgan		505-56-4272	Eric Lane	dallen@hotmail.com	762		theodorefarrell	1930-09-23	"729 Fisher Cape
Lake Jessicahaven, TN 56765"	01/10/2024, 00:00:00	A+	99
吉田農林株式会社	(Decimal('38.1563765'), Decimal('60.807185'))	196-47-8067	山下 花子	taro98@yahoo.com	739		gotoyoko		鳥取県八王子市九段南10丁目18番14号 クレスト虎ノ門虎ノ門ヒルズ森タワー866	2020-05-05	AB-	428
有限会社吉田銀行	(Decimal('51.032497'), Decimal('17.728787'))	403-72-2075	前田 結衣	yumikokondo@yahoo.com	1516		hayashihanako	1990-11-14	埼玉県横浜市磯子区柿木沢27丁目17番20号 コーポ皇居外苑302	2019-11-09	B+	198
小林保険有限会社	(Decimal('-74.2553375'), Decimal('-172.471841'))	510-36-7497	井上 英樹	shotatakahashi@hotmail.com	941		osamu15		山梨県鎌ケ谷市月島9丁目19番3号 コート丸の内ＪＰタワー521	19 Dec 2024	A-	139
株式会社中島水産		853-74-0765	小林 美加子	osamusuzuki@gmail.com	1992		nkobayashi	1955-10-23	徳島県浦安市鶴ヶ丘30丁目9番13号 コーポ千束145	09 Nov 2020	A+	249
Novais Montenegro - EI	(Decimal('-29.6841075'), Decimal('36.756789'))	53942067161	Diogo da Mota	oda-conceicao@hotmail.com	1822		rodriguesluiza		"Vale das Neves, 55
Ouro Minas
10601057 Jesus / GO"	07/21/2022, 00:00:00	A+	559
合同会社石井建設	(Decimal('83.9351005'), Decimal('82.296648'))	127-18-2673	清水 晃	skato@yahoo.com	1178		watanabeyoichi	1995-05-16	香川県杉並区松が谷11丁目19番6号	08/31/2020, 00:00:00	AB+	167
Johnson-Ramirez	(Decimal('-43.2736505'), Decimal('-41.810568'))	740-65-3867	Brenda Brown	kevinmahoney@gmail.com	1508		moralesryan	1971-09-22	"62706 David Islands Suite 113
West Whitney, MO 11734"	09/01/2025, 00:00:00	B-	435
Grimani-Cusano s.r.l.	(Decimal('-81.1213205'), Decimal('167.838711'))	BBARNF42C71A122W	Renzo Agnesi-Trezzini	lnotarbartolo@tin.it	670		maurilioferrara	1948-05-30	"Stretto Arnaldo, 530 Piano 8
33011, Artegna (UD)"	2024/10/11	AB-	412
岡田水産株式会社	(Decimal('-77.8620875'), Decimal('164.789220'))	081-25-9802	佐藤 京助	yshimizu@hotmail.com	993		qgoto	1925-09-20	岡山県小金井市箪笥町32丁目24番2号 パーク丹勢946	2022-02-11	O-	674
Silva	(Decimal('-74.275597'), Decimal('127.408521'))	76203958492	Lucas Gabriel Leão	lorenavieira@hotmail.com	481		zmacedo	1981-05-26	"Quadra de Fogaça, 11
Xangri-Lá
12137-867 da Cruz / GO"	2023-07-17	A+	181
Bajardi Group	(Decimal('4.1752495'), Decimal('18.769549'))	SLRMNC88C26F675Y	Arnaldo Jovinelli-Borromini	dpalazzo@tin.it	640		margheritatartaglia	1987-08-06	"Stretto Fiorenzo, 29 Piano 6
09076, Sedilo (OR)"	2023/10/17	B-	177
Porto	(Decimal('55.0215825'), Decimal('98.377590'))	08261439704	Thomas Albuquerque	camargoleticia@bol.com.br	574		vargasnatalia		"Vila de Marques, 18
Ventosa
01212146 Novaes de Goiás / SP"	03/16/2024, 00:00:00	A-	88
Freudenberger Täsche AG & Co. KGaA	(Decimal('34.875445'), Decimal('68.487811'))	673-59-5783	Folkert Krein	sigmund33@gmx.de	747		ernst-dieterjockel		"Donald-Aumann-Gasse 7524
91189 Flöha"	04/11/2024, 00:00:00	AB+	559
鈴木情報株式会社	(Decimal('60.707895'), Decimal('102.301969'))	287-50-7707	加藤 加奈	ushimizu@yahoo.com	463		rtakahashi	1927-06-18	岩手県御蔵島村北上野6丁目17番9号 パーク藤金222	2023/12/25	AB+	637
Davis, Bailey and Nelson	(Decimal('-10.4280235'), Decimal('-51.008989'))	233-93-0484	Laura Collins MD	nbrooks@gmail.com	1943		lloydjack	1959-06-26	"465 Francis Mews Suite 781
Laneland, MT 62696"	2021-11-30	B+	349
合同会社斉藤水産	(Decimal('60.0944635'), Decimal('-177.267745'))	696-97-6590	佐藤 翔太	tanakasatomi@gmail.com	1500		akira08	1933-01-28	沖縄県昭島市渡辺1丁目21番20号	06/05/2021, 00:00:00	A-	391
Rowland-Chang	(Decimal('-46.9639045'), Decimal('53.327975'))	280-08-7522	Manuel Stephens	reedmartin@gmail.com	1548		paige86	1990-08-07	"685 Sarah Underpass Suite 978
East Debramouth, MI 58106"	01/22/2024, 00:00:00	AB-	384
有限会社田中農林	(Decimal('52.050582'), Decimal('104.342184'))	040-27-6386	福田 裕太	yosukeyoshida@gmail.com	1342		maaya92	1963-11-17	青森県八王子市吾妻橋9丁目5番12号	2019-10-24	AB+	206
Cianciolo-Navarria Group	(Decimal('3.3803635'), Decimal('13.109132'))	FTTRSR35P29F043R	Ramona Duodo-Armani	massimobenigni@hotmail.com	2022		melaniamusatti	1998-01-17	"Canale Scaramucci, 8
63085, Caselle (AP)"	2024-12-04	B+	383
Blasi, Salandra e Cibin Group	(Decimal('59.244051'), Decimal('40.485248'))	CRLNCT51T25H331T	Carolina Donati	melina06@tele2.it	458		bveneziano		"Piazza Stefano, 6
04021, Castelforte (LT)"	16 Jun 2023	B+	430
Kramer	(Decimal('-70.309600'), Decimal('-88.223681'))	752-37-5476	Fredi Steckel B.Eng.	christianawernecke@googlemail.com	215		paulojessel	1943-06-27	"Slavko-Otto-Allee 83-65
00965 Apolda"	22 Sep 2021	O-	68
Abatantuono, Giusti e Sollima Group	(Decimal('-42.0123205'), Decimal('-139.574794'))	CLGTNO96B61E685B	Piergiorgio Beccaria	niccolo02@poste.it	15		capecchilazzaro	1930-04-18	"Incrocio Napoleone, 86
38054, Tonadico (TN)"	09/17/2019, 00:00:00	A+	600
Young, Miles and Jones	(Decimal('-75.0222635'), Decimal('-96.126525'))	133-76-3506	Haley Allen	joshuasanders@hotmail.com	290		timothy59		"4001 Rivera Plaza
Salasshire, HI 44038"	07/30/2021, 00:00:00	O+	88
合同会社佐藤鉱業	(Decimal('-79.058672'), Decimal('20.012108'))	751-10-2584	吉田 直子	nkobayashi@hotmail.com	821		taichikato	1954-12-28	静岡県横浜市栄区芝大門30丁目15番18号 東三島クレスト222	2019-04-03	O+	442
Costela	(Decimal('-32.4326045'), Decimal('64.065668'))	13296508759	João Gabriel Ramos	gomesleandro@uol.com.br	1207		rebeca52	1936-01-27	"Chácara de Camargo, 3
Vila Engenho Nogueira
62119-959 da Cruz de Cassiano / PI"	2022-12-26	O-	449
House, Doyle and Dillon	(Decimal('47.9790105'), Decimal('-84.032316'))	598-79-2820	Elizabeth Rivas	waltermcpherson@gmail.com	892		ishort		"994 Smith Ways
Port Garrett, GU 71511"	2023/02/06	AB-	665
Rocha - EI	(Decimal('54.7151305'), Decimal('-108.877438'))	93546807120	Antônio Caldeira	lavinia69@uol.com.br	237		wcosta		"Praça de da Cruz, 357
Calafate
69231550 Castro / PE"	2024/01/20	O-	151
株式会社岡田水産		648-78-5722	後藤 拓真	naokosaito@yahoo.com	2195		okadanaoki	2009-02-23	群馬県横浜市磯子区上高野23丁目1番8号 渡辺ハイツ209	2021/05/31	O+	419
Mckinney-Schultz	(Decimal('6.968036'), Decimal('-122.578323'))	891-42-3054	Donald Gonzales	hawkinsandrew@gmail.com	608		imccormick		"483 Russell Wells Apt. 693
Marieburgh, AL 98761"	07 May 2024	B-	297
Barkholz Stiftung & Co. KG	(Decimal('82.9241475'), Decimal('12.721448'))	468-70-1123	Antonius Klemm	fkobelt@web.de	54		peukertantonio			29 May 2023	A-	605
加藤農林株式会社	(Decimal('-23.672039'), Decimal('110.314779'))	029-56-5032	伊藤 零	zkato@yahoo.com	810		kaori92		滋賀県葛飾区南赤田21丁目17番7号	2025-07-14	A+	304
Cardoso da Conceição e Filhos	(Decimal('22.021415'), Decimal('-75.871234'))	80461735253	João Almeida	ana-beatriz49@ig.com.br	922		ayllasousa			21 Apr 2022	AB+	15
山崎通信株式会社	(Decimal('-85.544388'), Decimal('-135.108862'))	589-13-0189	小川 聡太郎	sasakimai@gmail.com	905		yamadatomoya		鹿児島県横浜市旭区権現堂34丁目10番3号 鶴ヶ丘シティ135	11/11/2021, 00:00:00	B+	695
Kroker OHG mbH	(Decimal('-21.4528525'), Decimal('-39.953354'))	230-61-6253	Lieselotte Harloff	gunthersaeuberlich@aol.de	1132		vfiebig		"Martina-Krebs-Gasse 3-9
29189 Schlüchtern"	2023/06/09	B-	305
Storladi, Mazzocchi e Ubaldi e figli	(Decimal('1.867294'), Decimal('38.697653'))	PNNSBL62P06F243R	Aria Sauro	cundaripatrizio@tin.it	1141		lsegre	1917-08-05		2018-11-30	A-	226
Schmidt Oderwald GmbH	(Decimal('-50.229953'), Decimal('-58.862828'))	950-39-9280	Dipl.-Ing. Carola Ullmann MBA.	karl-juergen50@hotmail.de	1109		bhettner		"Jähngasse 3-9
54919 Viechtach"	2020/10/25	AB+	298
Sales	(Decimal('71.124935'), Decimal('35.970817'))	47916058375	Otávio Sá	leaojuan@yahoo.com.br	784		enzosampaio	1935-01-01		03 Jul 2019	O+	113
Garcia S.A.	(Decimal('36.9142625'), Decimal('137.446668'))	79816320487	Yago da Mota	machadogustavo@gmail.com	2019		breno09		"Sítio Moreira, 60
Santana Do Cafezal
49606-139 Mendonça do Campo / RO"	08/28/2023, 00:00:00	A-	531
Aumann	(Decimal('58.604342'), Decimal('153.444379'))	494-10-0858	Prof. Sybilla Jungfer B.Eng.	roselgumprich@gmail.com	1832		sagerhagen	1973-05-30	"Keudelstr. 86
73004 Kaiserslautern"	2019-05-01	O-	552
Piane Group	(Decimal('-77.889007'), Decimal('6.160557'))	RZZVTI34E42H855Q	Costantino Sibilia-Omma	lianaspinelli@virgilio.it	2055		galileiamico		"Contrada Marzorati, 15 Piano 2
20139, Milano (MI)"	07/22/2024, 00:00:00	O-	12
Klingelhöfer GbR	(Decimal('57.726068'), Decimal('104.749042'))	866-80-8520	Alicja Dowerg-Lorch	erkan02@hotmail.de	1001		evangeliakiller	2005-08-08	"Carolina-Kohl-Straße 2
02521 Gifhorn"	2022/09/24	O+	694
Moura Ltda.	(Decimal('66.5662795'), Decimal('-74.203961'))	34975812088	Dra. Ágatha Teixeira	gabrielasales@gmail.com	0		lorenzo77			19 Jul 2024	A-	283
Heser	(Decimal('54.615224'), Decimal('21.284136'))	512-48-4208	Concetta Schmiedecke	nergertrude@aol.de	1478		rjohann		"Vera-Döring-Straße 94-68
40652 Euskirchen"	10/23/2018, 00:00:00	AB-	150
有限会社斎藤印刷	(Decimal('38.721644'), Decimal('129.634042'))	403-39-0420	高橋 健一	iyamamoto@hotmail.com	732		hasegawaakemi		徳島県青梅市蔵前22丁目9番9号 パーク上野公園733	2022-05-17	O+	96
加藤銀行株式会社		633-47-3886	斎藤 知実	mkobayashi@hotmail.com	868		kyosuketakahashi	1973-07-01		2023/08/17	A+	359
Johnson-Caldwell	(Decimal('4.069335'), Decimal('84.293938'))	241-68-8458	Michael Reed	debra00@yahoo.com	168		kathryn73		"22657 Diane Glens
South Timothyside, OH 17723"	2022-02-26	B-	702
Sonnino-Canali SPA	(Decimal('-42.0600655'), Decimal('110.719534'))	CLITNN85H59L797A	Giacomo Cuda	albertinigiorgio@fastwebnet.it	994		romitinedda	1942-06-17	"Canale Valerio, 5
90042, Borgetto (PA)"	2021-06-20	O-	129
Bernardi, Gullotta e Grifeo Group	(Decimal('37.339596'), Decimal('68.763850'))	GLTDNT30S43I914V	Roberto Calarco-Pacillo	dino12@tin.it	1722		gstradivari		"Viale Rastelli, 44 Appartamento 9
35021, Agna (PD)"	2019/12/31	B+	439
Telesio, Bongiorno e Carducci Group	(Decimal('-73.9392525'), Decimal('96.001887'))	CPNMDA64R64B261J	Dionigi Donatoni	uanichini@virgilio.it	1480		gastonemartinelli	1965-03-13	"Rotonda Girolamo, 783 Appartamento 2
66034, Lanciano (CH)"	2020-05-29	A+	123
Randazzo s.r.l.	(Decimal('-20.419866'), Decimal('161.485101'))	GSTVRL07A58F016M	Camilla Contarini	greca84@gmail.com	1297		sleonardi	1931-05-29	"Via Vecoli, 19 Piano 5
98068, San Piero Patti (ME)"	2024-04-13	B-	694
山田食品株式会社	(Decimal('83.861324'), Decimal('150.126929'))	196-91-9285	佐々木 聡太郎	sakamotonaoki@hotmail.com	1303		naokokato			2021-09-26	O-	132
鈴木情報有限会社	(Decimal('67.3058605'), Decimal('-113.211287'))	872-22-1525	高橋 晃	lsuzuki@hotmail.com	1231		hokada	2000-12-17	静岡県中央区北上野21丁目18番9号 箪笥町クレスト711	2024-11-08	B+	398
石井銀行株式会社	(Decimal('-10.5923635'), Decimal('31.808191'))	237-23-1275	吉田 太一	atsushi30@gmail.com	185		rfujiwara	1975-07-13	青森県横浜市泉区二つ室37丁目19番10号 シティ東三島387	09 Jan 2023	B-	473
Mosley, Watts and Roberts	(Decimal('42.661292'), Decimal('14.752837'))	839-13-6571	Bethany Dixon	melissacline@hotmail.com	2061		jeremiah42		"38186 Hart Branch
Jonesmouth, MP 30892"	2019/09/25	O-	239
Dallapé e figli		CSTGNN51P11M007U	Tiziano Conte	torquatofiorucci@libero.it	1279		zmajorana	2019-09-18	"Vicolo Gloria, 61
23819, Cortabbio (LC)"	2022-03-11	A+	234
Pimenta da Paz S/A	(Decimal('13.5383275'), Decimal('157.794396'))	12453098624	Sra. Emilly Caldeira	aylada-cruz@ig.com.br	635		natalia97		"Campo de Rezende, 8
Luxemburgo
13918-106 Costa / MT"	10/01/2024, 00:00:00	O+	414
Wang, Curry and Chambers	(Decimal('-46.915608'), Decimal('38.857671'))	825-09-1498	Mrs. Kara Mercado	gutierrezjacob@gmail.com	725		bryanwright	1955-05-06	"21467 Vega Cove Apt. 224
East Shawnton, TN 57029"	05 May 2023	B-	250
Teixeira	(Decimal('-4.471540'), Decimal('7.507682'))	47509268176	Henrique Ramos	cgarcia@gmail.com	1381		cassianodiego	2014-11-21	"Praça Aparecida, 3
Inconfidência
00544-928 Vargas do Amparo / SE"	2025/04/11	O+	71
山本ガス有限会社	(Decimal('-82.1011815'), Decimal('-147.987866'))	623-95-6792	山田 美加子	zsuzuki@gmail.com	1278		nsasaki	1975-08-18		2023-02-16	O-	236
Pimenta	(Decimal('5.427691'), Decimal('-167.385488'))	68254709300	Vinícius Rocha	heitorcostela@uol.com.br	85		aylaramos	1987-09-26		18 Oct 2022	A+	256
Mies Mies GmbH & Co. OHG	(Decimal('-4.598296'), Decimal('-97.646772'))	594-51-2152	Bertha Häring	ikroker@googlemail.com	369		kherrmann	1942-08-07	"Neureutherplatz 9/3
94286 Oberviechtach"	02 Dec 2020	A-	137
Scheibe	(Decimal('44.4460335'), Decimal('-109.317583'))	424-29-2513	Uli Textor B.Sc.	hermannfredy@gmail.com	1675		nohlmansildiko		"Ruppersbergerallee 84/64
73735 Sternberg"	2018/11/03	AB+	174
田中保険株式会社	(Decimal('-7.5735725'), Decimal('-143.460291'))	165-70-4842	佐々木 さゆり	otajun@gmail.com	548		sotaromori		鹿児島県横浜市青葉区浅草9丁目23番9号 高田馬場アーバン085	04/27/2024, 00:00:00	AB+	215
Pergande Henschel AG & Co. OHG	(Decimal('-60.7656405'), Decimal('-30.419125'))	377-71-8458	Wolf-Dietrich Gieß B.Eng.	isabelle34@googlemail.com	2125		henryreuter		"Dussen vanweg 3-6
02194 Genthin"	02/26/2024, 00:00:00	B-	330
Ullrich	(Decimal('-47.6072365'), Decimal('155.549611'))	571-12-1997	Eugenia Herrmann	andrei83@yahoo.de	1261		henschelhans-rudolf		"Cristina-Dörr-Weg 55-79
17496 Zschopau"	2019/01/06	B+	246
Jacob	(Decimal('-89.4187875'), Decimal('-74.361096'))	375-26-8497	Elli Hellwig	xniemeier@web.de	1954		thaenel		"Gertrud-Etzold-Ring 68-25
27551 Kyritz"	2021/12/08	A-	141
Seifert GmbH	(Decimal('21.7858545'), Decimal('112.482435'))	457-85-2446	Claudia Geisel	hans-ludwig53@gmx.de	480		dhering		"Schwitalstraße 32-31
91168 Artern"	2025-03-24	O+	71
Mazzini-Donarelli SPA	(Decimal('35.866776'), Decimal('-119.414865'))	CRSNTL90P47D205I	Dott. Ermenegildo Meucci	pieroalighieri@alice.it	1160		stellagrassi		"Canale Caterina, 97
24062, Costa Volpino (BG)"	2022-10-28	O-	27
Casa Grande	(Decimal('-27.3024975'), Decimal('141.223112'))	14795830657	Dr. José Pedro Farias	levi19@bol.com.br	1196		mirellacardoso	1961-08-26	"Vale Maysa Araújo, 83
Santa Rita De Cássia
31955-015 Sousa / RS"	02/09/2025, 00:00:00	AB-	551
Cunha Brito S.A.		14628037507	Ana Carolina da Conceição	uda-rocha@bol.com.br	1581		francisconunes	1919-05-09	"Vereda Vasconcelos, 94
Vila Cemig
88353-557 da Paz / MT"	2022-03-13	O+	516
Wright-Cline	(Decimal('-58.312958'), Decimal('-94.774161'))	006-37-5289	Katherine Mcbride	benjaminmartin@hotmail.com	1753		walter93	1960-02-25	"07151 Thompson Flats
Lake Calvinstad, AZ 29832"	2023/11/20	A+	400
Kim, Harrison and Rivera	(Decimal('78.8140555'), Decimal('45.557006'))	345-97-4759	Ann Mitchell	rlowe@gmail.com	465		sarah59		"56187 Davis Course Apt. 790
Davisbury, WV 52512"	2024-05-30	B-	546
Li-Rasmussen	(Decimal('-12.600505'), Decimal('60.189867'))	196-27-2007	Adam Woods	fullercorey@hotmail.com	1800		kristennguyen	1999-01-15	"Unit 4729 Box 6720
DPO AA 04475"	07/25/2019, 00:00:00	O+	165
Jähn GmbH		613-18-4856	Agnieszka Trupp	dgirschner@web.de	1384		evamaria17	1917-01-25	"Kaulweg 51-54
30257 Werdau"	10 Oct 2022	O-	160
Foster-Carroll	(Decimal('-32.965976'), Decimal('-158.729980'))	196-53-3125	Sabrina Cervantes	steven15@yahoo.com	2160		fanderson	1986-03-08	"388 Massey Junctions Apt. 521
Lake Samantha, DE 29693"	2025/06/09	A-	501
